district,season,crop,soil,area,rainfall,temperature,yield
Cuddalore,Rabi,Green Gram,Loamy,3.75,100.9,32.7,1.19
Villupuram,Rabi,Soybean,Black,3.53,98.7,28.1,1.49
Namakkal,Summer,Banana,Clay,9.72,63.6,35.4,3.64
Madurai,Rabi,Coconut,Clay,5.49,35.5,31.3,2.96
Salem,Rabi,Groundnut,Loamy,5.4,82.3,21.0,2.58
Dindigul,Rabi,Rice,Red,9.38,61.4,23.9,3.43
Salem,Rabi,Groundnut,Alluvial,9.1,36.2,23.8,1.85
Tiruppur,Summer,Banana,Alluvial,9.54,20.6,20.9,3.24
Trichy,Rabi,Sugarcane,Clay,1.86,119.9,22.6,5.02
Villupuram,Summer,Sunflower,Alluvial,2.58,57.9,29.5,1.07
Thoothukudi,Summer,Coconut,Black,5.76,45.4,22.5,3.08
Trichy,Kharif,Sugarcane,Clay,9.61,67.5,41.4,3.92
Tirunelveli,Summer,Rice,Clay,7.09,80.9,28.0,3.26
Erode,Rabi,Sesame,Black,9.97,124.8,31.5,0.89
Trichy,Kharif,Banana,Loamy,9.3,188.0,34.1,3.83
Thoothukudi,Kharif,Turmeric,Black,0.51,266.4,26.3,5.11
Tirunelveli,Summer,Banana,Black,10.87,106.5,36.8,3.18
Tirunelveli,Summer,Coconut,Alluvial,6.63,61.7,27.3,3.55
Coimbatore,Rabi,Coconut,Clay,1.67,27.5,35.1,1.82
Coimbatore,Kharif,Ragi,Black,7.99,234.0,25.0,1.79
Thoothukudi,Kharif,Banana,Black,9.87,172.8,24.5,4.79
Thanjavur,Summer,Turmeric,Alluvial,3.87,12.4,24.8,3.21
Thoothukudi,Kharif,Chilli,Alluvial,4.17,141.1,30.9,3.08
Cuddalore,Summer,Groundnut,Black,0.89,85.0,37.5,0.84
Tirunelveli,Rabi,Banana,Red,2.71,121.7,27.0,4.69
Salem,Rabi,Banana,Loamy,2.73,131.9,39.2,2.54
Salem,Rabi,Turmeric,Black,3.44,110.1,19.6,2.96
Salem,Summer,Millets,Red,3.31,56.1,29.1,2.0
Villupuram,Rabi,Sugarcane,Alluvial,10.96,21.1,24.7,5.55
Villupuram,Summer,Soybean,Clay,9.1,106.9,32.8,1.07
Erode,Rabi,Sunflower,Black,9.43,113.4,24.7,1.49
Erode,Kharif,Green Gram,Black,1.9,147.4,26.0,0.74
Thanjavur,Rabi,Sesame,Alluvial,6.97,54.3,41.7,0.56
Thanjavur,Kharif,Soybean,Black,9.17,254.9,37.8,0.69
Thanjavur,Rabi,Millets,Clay,9.32,111.2,23.0,0.99
Erode,Summer,Black Gram,Clay,5.77,15.7,31.4,0.61
Salem,Kharif,Sugarcane,Red,2.51,312.2,28.5,6.32
Namakkal,Kharif,Sunflower,Red,8.62,132.3,28.9,0.97
Tirunelveli,Kharif,Soybean,Black,7.43,157.6,19.2,1.76
Coimbatore,Rabi,Green Gram,Red,9.87,157.7,41.9,0.93
Villupuram,Rabi,Cotton,Alluvial,6.96,46.5,23.0,1.45
Erode,Kharif,Sunflower,Loamy,2.87,252.3,34.9,0.65
Vellore,Summer,Coconut,Alluvial,5.64,80.3,32.3,3.07
Tiruppur,Summer,Turmeric,Red,3.12,99.0,20.4,4.22
Erode,Rabi,Turmeric,Red,8.07,154.3,20.3,3.57
Cuddalore,Rabi,Soybean,Alluvial,7.4,83.6,19.3,1.54
Tiruppur,Kharif,Turmeric,Red,4.63,206.9,34.4,3.76
Thoothukudi,Summer,Ragi,Black,0.89,34.9,25.4,2.32
Cuddalore,Summer,Green Gram,Black,5.06,19.5,33.7,0.81
Thoothukudi,Kharif,Cotton,Black,8.31,281.8,32.3,0.73
Salem,Summer,Maize,Clay,0.61,79.6,37.6,2.01
Thoothukudi,Summer,Chilli,Black,2.05,15.0,24.2,2.39
Erode,Kharif,Sugarcane,Red,6.91,73.5,40.3,4.62
Tirunelveli,Summer,Black Gram,Clay,8.12,23.4,26.0,0.88
Thoothukudi,Rabi,Maize,Alluvial,6.83,159.6,38.3,2.14
Tiruppur,Rabi,Coconut,Black,8.5,34.5,27.0,3.08
Kancheepuram,Summer,Ragi,Black,4.45,32.4,24.5,1.99
Erode,Rabi,Chilli,Clay,8.85,154.2,19.4,2.02
Thoothukudi,Kharif,Coconut,Red,1.89,247.6,28.7,3.5
Coimbatore,Kharif,Groundnut,Loamy,2.55,121.1,26.7,2.14
Erode,Kharif,Maize,Clay,6.26,83.5,26.7,3.99
Kancheepuram,Rabi,Chilli,Loamy,3.76,31.5,33.1,2.16
Thanjavur,Summer,Green Gram,Alluvial,2.33,93.3,33.6,1.17
Kancheepuram,Rabi,Green Gram,Black,11.33,90.1,41.7,0.66
Tiruppur,Summer,Maize,Black,8.49,76.8,27.0,3.54
Trichy,Summer,Maize,Red,3.5,50.7,20.6,3.86
Salem,Summer,Millets,Black,11.33,53.0,18.8,1.04
Thoothukudi,Rabi,Chilli,Loamy,1.13,121.2,21.0,2.43
Trichy,Rabi,Rice,Black,6.2,25.2,30.1,4.04
Erode,Rabi,Black Gram,Clay,6.8,95.1,18.3,0.73
Erode,Rabi,Turmeric,Red,11.24,85.3,31.0,3.62
Thoothukudi,Rabi,Ragi,Alluvial,9.95,137.7,30.1,1.18
Thanjavur,Kharif,Banana,Alluvial,1.25,208.7,23.7,4.34
Salem,Kharif,Soybean,Red,1.65,265.1,19.7,1.24
Trichy,Summer,Sugarcane,Alluvial,2.02,99.2,19.0,4.56
Erode,Summer,Millets,Red,2.13,94.3,32.5,1.21
Madurai,Summer,Sunflower,Clay,8.18,69.6,27.5,0.84
Coimbatore,Summer,Millets,Red,3.85,41.3,32.8,1.93
Thoothukudi,Summer,Sesame,Red,7.76,56.3,21.6,0.73
Tirunelveli,Kharif,Sunflower,Alluvial,10.52,233.6,24.3,1.0
Erode,Rabi,Coconut,Black,0.88,105.2,37.0,2.31
Tiruppur,Summer,Coconut,Loamy,8.1,97.4,35.6,2.45
Coimbatore,Rabi,Rice,Clay,10.44,78.5,41.1,2.86
Salem,Kharif,Black Gram,Red,3.18,119.7,29.3,1.28
Tirunelveli,Kharif,Groundnut,Red,8.37,166.6,30.8,1.86
Coimbatore,Kharif,Soybean,Black,9.77,312.9,36.8,1.03
Villupuram,Summer,Green Gram,Alluvial,11.68,84.5,26.4,1.01
Cuddalore,Rabi,Black Gram,Black,9.58,21.6,41.8,0.97
Thoothukudi,Kharif,Sunflower,Alluvial,10.22,252.1,27.4,0.98
Cuddalore,Rabi,Chilli,Red,2.78,95.0,28.7,3.73
Salem,Kharif,Maize,Black,10.12,152.6,36.7,1.9
Tirunelveli,Rabi,Coconut,Black,11.64,44.1,40.7,1.65
Cuddalore,Kharif,Coconut,Red,5.33,63.6,19.3,2.9
Thoothukudi,Rabi,Millets,Loamy,6.2,104.5,38.8,1.1
Cuddalore,Rabi,Sunflower,Alluvial,0.89,90.5,36.1,1.18
Dindigul,Summer,Rice,Alluvial,11.22,20.4,39.1,2.74
Tirunelveli,Summer,Green Gram,Clay,8.39,101.3,25.8,0.93
Cuddalore,Rabi,Chilli,Loamy,6.6,136.1,31.0,2.53
Thoothukudi,Summer,Coconut,Black,3.02,23.1,35.2,1.94
Tiruppur,Rabi,Green Gram,Black,7.81,154.6,26.7,0.9
Tirunelveli,Kharif,Cotton,Loamy,9.26,193.6,25.5,1.32
Trichy,Rabi,Sugarcane,Black,11.73,109.7,22.8,4.4
Namakkal,Rabi,Turmeric,Red,2.41,39.6,34.5,2.91
Vellore,Summer,Turmeric,Red,11.94,99.1,18.2,3.48
Salem,Kharif,Chilli,Loamy,7.73,68.2,33.4,2.8
Villupuram,Kharif,Coconut,Alluvial,0.52,176.2,25.8,3.75
Thoothukudi,Rabi,Green Gram,Loamy,3.06,117.3,37.2,1.27
Madurai,Kharif,Turmeric,Clay,8.05,243.7,41.4,2.53
Thanjavur,Rabi,Maize,Alluvial,8.12,147.8,26.6,3.12
Thoothukudi,Rabi,Black Gram,Loamy,10.41,129.0,23.6,0.84
Salem,Kharif,Coconut,Red,2.11,110.3,40.4,2.47
Namakkal,Rabi,Groundnut,Loamy,0.66,113.0,28.0,2.33
Namakkal,Kharif,Soybean,Clay,9.77,207.4,21.2,1.42
Vellore,Kharif,Millets,Loamy,4.62,84.2,35.6,1.12
Erode,Summer,Sesame,Clay,8.98,19.6,18.9,0.23
Coimbatore,Summer,Coconut,Black,8.12,64.2,41.4,2.13
Trichy,Kharif,Millets,Clay,2.44,167.2,39.3,0.6
Tiruppur,Rabi,Maize,Alluvial,6.1,35.2,33.5,2.48
Coimbatore,Rabi,Soybean,Red,7.44,109.2,26.7,2.18
Cuddalore,Kharif,Coconut,Clay,7.02,117.2,36.5,3.24
Tirunelveli,Kharif,Rice,Red,9.37,251.1,26.0,3.39
Coimbatore,Summer,Soybean,Red,0.57,69.7,28.3,1.57
Dindigul,Summer,Turmeric,Loamy,8.12,18.3,18.6,3.69
Kancheepuram,Rabi,Sunflower,Black,7.39,39.0,34.8,1.17
Coimbatore,Summer,Groundnut,Loamy,11.36,13.9,21.1,1.23
Trichy,Rabi,Banana,Loamy,2.86,40.2,19.9,4.1
Namakkal,Summer,Groundnut,Red,11.64,90.4,35.9,1.34
Dindigul,Summer,Coconut,Alluvial,8.9,76.6,32.4,3.24
Thoothukudi,Rabi,Maize,Red,6.51,23.5,21.5,2.48
Namakkal,Kharif,Maize,Red,4.49,151.5,33.0,2.97
Salem,Rabi,Sesame,Black,11.36,47.9,28.7,1.21
Namakkal,Kharif,Groundnut,Alluvial,5.25,148.4,39.9,1.46
Erode,Summer,Maize,Loamy,9.93,30.8,22.4,2.97
Vellore,Kharif,Coconut,Red,1.52,74.3,21.8,3.79
Thoothukudi,Summer,Cotton,Red,6.16,109.1,23.4,2.03
Tiruppur,Rabi,Sesame,Red,1.33,42.4,31.8,0.92
Vellore,Rabi,Chilli,Alluvial,6.68,101.6,37.1,2.7
Tiruppur,Kharif,Millets,Black,4.88,216.7,29.1,1.54
Salem,Summer,Cotton,Clay,11.14,17.5,31.1,0.98
Vellore,Kharif,Millets,Alluvial,2.16,113.6,37.8,0.99
Tiruppur,Summer,Rice,Loamy,3.95,91.6,26.8,3.85
Tirunelveli,Summer,Ragi,Loamy,10.28,38.4,24.6,2.21
Vellore,Summer,Chilli,Black,11.06,99.5,19.9,2.58
Thanjavur,Kharif,Maize,Red,11.79,279.5,20.5,2.31
Thoothukudi,Rabi,Coconut,Red,1.54,68.2,21.9,3.1
Trichy,Rabi,Millets,Red,5.82,44.5,41.1,1.5
Vellore,Rabi,Turmeric,Red,7.04,33.0,19.6,4.17
Tiruppur,Rabi,Maize,Black,2.38,51.7,27.8,3.01
Tirunelveli,Rabi,Soybean,Clay,11.34,40.2,39.8,0.82
Vellore,Kharif,Sunflower,Loamy,2.48,172.7,27.2,1.05
Trichy,Summer,Groundnut,Loamy,10.09,56.5,20.0,1.45
Kancheepuram,Summer,Banana,Clay,5.63,33.2,38.3,1.88
Coimbatore,Summer,Turmeric,Black,5.65,49.7,40.8,2.78
Dindigul,Kharif,Millets,Alluvial,11.66,160.3,39.3,0.53
Tirunelveli,Rabi,Sunflower,Red,5.41,131.0,32.0,1.31
Salem,Kharif,Sunflower,Clay,6.36,110.7,37.6,0.58
Vellore,Rabi,Sunflower,Clay,3.86,107.5,25.2,0.99
Madurai,Rabi,Millets,Clay,1.37,123.8,30.8,1.04
Salem,Kharif,Black Gram,Red,2.59,152.9,39.0,0.88
Thoothukudi,Rabi,Ragi,Black,4.04,56.0,19.8,2.63
Villupuram,Rabi,Turmeric,Black,1.4,121.0,39.7,1.61
Erode,Kharif,Millets,Loamy,10.47,228.4,38.0,0.79
Madurai,Summer,Cotton,Alluvial,1.66,59.9,19.2,1.46
Trichy,Rabi,Chilli,Loamy,7.89,128.7,32.7,2.55
Thoothukudi,Summer,Turmeric,Loamy,11.63,10.1,25.0,4.34
Erode,Kharif,Sesame,Clay,9.52,299.6,35.2,0.33
Tirunelveli,Rabi,Millets,Red,4.38,76.9,35.1,1.82
Dindigul,Summer,Sesame,Black,4.62,16.8,20.1,0.47
Thoothukudi,Rabi,Turmeric,Alluvial,9.23,22.3,26.0,3.66
Tirunelveli,Rabi,Soybean,Red,9.84,120.9,40.1,1.09
Thanjavur,Kharif,Millets,Loamy,11.76,145.9,37.4,0.91
Thanjavur,Summer,Ragi,Clay,5.54,38.6,29.2,1.28
Madurai,Kharif,Green Gram,Red,11.74,140.4,21.9,1.03
Namakkal,Summer,Sunflower,Loamy,2.85,50.5,40.4,0.48
Villupuram,Summer,Soybean,Clay,11.51,46.1,26.0,1.37
Trichy,Kharif,Sesame,Loamy,2.22,257.7,35.4,0.16
Namakkal,Kharif,Rice,Loamy,1.34,170.2,34.8,3.61
Cuddalore,Kharif,Sesame,Clay,10.15,169.1,25.6,0.8
Trichy,Summer,Sunflower,Alluvial,3.44,68.0,36.3,0.94
Vellore,Summer,Maize,Alluvial,2.42,22.7,36.7,1.96
Kancheepuram,Summer,Green Gram,Clay,7.86,101.0,28.2,0.81
Thanjavur,Summer,Sunflower,Alluvial,9.27,63.7,28.7,0.97
Vellore,Summer,Millets,Alluvial,4.45,72.3,32.9,1.47
Tiruppur,Rabi,Chilli,Red,5.61,154.2,28.0,3.38
Vellore,Rabi,Green Gram,Clay,10.81,21.2,41.5,0.52
Dindigul,Summer,Ragi,Red,0.92,102.1,29.6,1.68
Thanjavur,Summer,Rice,Black,7.24,91.3,23.6,3.62
Villupuram,Kharif,Sugarcane,Black,4.97,164.6,33.5,5.9
Madurai,Summer,Ragi,Red,8.45,51.1,26.2,2.09
Vellore,Rabi,Banana,Black,2.24,97.5,25.6,4.55
Tiruppur,Kharif,Green Gram,Red,11.85,174.8,29.3,0.84
Kancheepuram,Summer,Millets,Loamy,4.69,26.8,20.9,1.22
Coimbatore,Summer,Sesame,Loamy,10.33,91.4,21.4,0.41
Madurai,Kharif,Turmeric,Red,9.95,278.7,39.4,2.6
Vellore,Kharif,Chilli,Black,10.79,90.6,27.3,2.93
Namakkal,Summer,Cotton,Black,11.81,73.4,36.7,1.59
Villupuram,Summer,Sunflower,Loamy,6.03,29.5,27.9,0.77
Vellore,Kharif,Banana,Loamy,5.73,138.8,23.4,4.16
Vellore,Kharif,Coconut,Clay,0.62,280.9,39.6,1.23
Vellore,Summer,Sugarcane,Alluvial,9.97,11.3,30.4,5.77
Erode,Summer,Sesame,Black,0.95,89.3,40.1,0.6
Thoothukudi,Kharif,Cotton,Red,4.59,183.2,40.7,1.21
Tirunelveli,Kharif,Coconut,Red,6.17,316.2,25.5,3.79
Salem,Kharif,Coconut,Loamy,4.4,122.2,21.2,3.67
Thoothukudi,Kharif,Sesame,Black,11.3,281.0,30.7,0.71
Villupuram,Summer,Banana,Loamy,1.88,77.1,21.2,4.55
Dindigul,Kharif,Cotton,Black,3.6,313.9,31.6,1.2
Dindigul,Summer,Black Gram,Clay,7.58,107.8,28.0,1.01
Madurai,Summer,Ragi,Black,5.92,28.2,18.7,2.02
Tirunelveli,Kharif,Coconut,Clay,1.11,208.1,22.8,3.76
Thanjavur,Rabi,Coconut,Black,5.42,124.7,19.0,2.59
Thanjavur,Summer,Ragi,Red,3.62,78.4,29.8,1.53
Thoothukudi,Summer,Soybean,Red,11.21,74.2,25.0,1.92
Kancheepuram,Summer,Millets,Loamy,9.31,53.6,34.7,1.26
Cuddalore,Rabi,Green Gram,Black,5.3,127.4,25.2,0.77
Kancheepuram,Summer,Coconut,Black,8.56,77.3,35.7,2.48
Thanjavur,Rabi,Maize,Loamy,11.83,145.1,34.9,2.89
Coimbatore,Kharif,Coconut,Black,10.76,69.8,25.9,3.35
Vellore,Rabi,Sesame,Alluvial,7.69,22.3,35.7,0.5
Salem,Rabi,Rice,Black,3.98,119.1,21.0,2.88
Dindigul,Kharif,Soybean,Loamy,5.65,203.2,29.5,1.26
Villupuram,Kharif,Ragi,Black,8.38,112.4,29.0,2.18
Trichy,Kharif,Banana,Black,5.22,282.6,31.4,4.36
Madurai,Rabi,Millets,Loamy,6.2,121.2,40.3,0.66
Tirunelveli,Kharif,Chilli,Black,10.07,263.3,24.5,1.68
Madurai,Summer,Ragi,Alluvial,2.93,75.6,39.6,1.61
Villupuram,Summer,Banana,Black,3.81,57.0,28.2,4.94
Salem,Summer,Maize,Black,9.7,51.2,26.5,3.32
Tirunelveli,Rabi,Cotton,Clay,1.33,121.7,24.8,1.23
Madurai,Kharif,Maize,Red,5.33,140.5,36.4,2.51
Coimbatore,Kharif,Coconut,Loamy,0.67,183.4,30.4,4.05
Tirunelveli,Summer,Soybean,Red,7.84,103.3,27.2,2.14
Kancheepuram,Summer,Groundnut,Loamy,2.78,107.2,36.0,1.27
Thoothukudi,Summer,Sunflower,Alluvial,7.54,57.2,40.4,0.74
Thanjavur,Rabi,Groundnut,Alluvial,2.54,80.3,24.0,2.49
Dindigul,Kharif,Rice,Alluvial,4.19,227.9,39.8,2.95
Namakkal,Summer,Groundnut,Black,4.7,102.5,36.9,0.98
Vellore,Summer,Rice,Loamy,9.41,48.0,37.7,2.44
Dindigul,Summer,Maize,Alluvial,8.68,69.7,40.7,2.62
Erode,Kharif,Green Gram,Loamy,4.58,308.7,30.1,1.01
Villupuram,Kharif,Turmeric,Clay,4.62,290.1,37.6,2.91
Trichy,Summer,Coconut,Loamy,9.12,20.2,39.8,1.85
Madurai,Kharif,Sesame,Black,10.67,197.6,22.6,0.83
Cuddalore,Rabi,Soybean,Clay,10.6,134.6,38.0,0.84
Cuddalore,Summer,Black Gram,Clay,1.38,10.8,18.3,0.65
Villupuram,Rabi,Coconut,Black,4.79,131.6,24.9,3.52
Dindigul,Rabi,Chilli,Red,4.0,138.5,33.2,2.54
Madurai,Rabi,Soybean,Red,3.47,23.4,25.4,1.64
Cuddalore,Kharif,Groundnut,Clay,4.75,206.4,33.4,1.09
Tiruppur,Rabi,Cotton,Clay,4.54,135.9,28.2,1.32
Kancheepuram,Kharif,Maize,Loamy,8.09,128.8,35.4,2.01
Dindigul,Rabi,Soybean,Red,7.85,70.1,40.8,1.2
Salem,Kharif,Banana,Clay,6.0,115.7,22.1,4.01
Coimbatore,Kharif,Rice,Clay,4.98,260.1,40.7,2.58
Thanjavur,Summer,Chilli,Red,8.33,68.9,27.4,3.46
Thanjavur,Summer,Ragi,Clay,5.59,47.9,21.9,2.17
Dindigul,Summer,Banana,Clay,10.77,19.3,40.2,1.37
Salem,Rabi,Groundnut,Red,1.88,119.8,21.0,2.09
Dindigul,Summer,Sunflower,Loamy,4.53,55.0,25.2,1.29
Dindigul,Kharif,Sesame,Alluvial,4.51,163.3,28.2,0.65
Dindigul,Kharif,Sunflower,Clay,7.89,152.2,23.1,0.88
Thanjavur,Rabi,Coconut,Red,9.59,79.3,26.5,3.82
Vellore,Kharif,Green Gram,Red,9.22,240.1,27.2,0.93
Kancheepuram,Rabi,Green Gram,Clay,3.41,136.2,30.7,0.73
Erode,Rabi,Black Gram,Black,6.53,108.2,21.0,1.25
Tiruppur,Summer,Sesame,Clay,8.09,70.1,30.8,0.41
Thoothukudi,Summer,Sunflower,Loamy,1.66,42.0,29.1,0.76
Dindigul,Summer,Green Gram,Black,6.87,43.1,41.6,0.36
Thanjavur,Summer,Banana,Red,5.91,82.9,21.0,4.28
Coimbatore,Rabi,Sunflower,Red,2.56,116.4,37.3,1.1
Salem,Summer,Banana,Loamy,11.42,21.3,29.5,3.74
Cuddalore,Kharif,Cotton,Black,10.47,89.8,23.2,1.66
Erode,Summer,Black Gram,Red,7.12,19.0,37.1,0.77
Coimbatore,Summer,Turmeric,Red,2.61,68.2,26.2,4.95
Dindigul,Kharif,Cotton,Loamy,10.47,88.8,40.3,1.1
Madurai,Summer,Banana,Red,1.27,55.3,20.9,3.57
Trichy,Rabi,Groundnut,Clay,3.79,149.4,21.8,1.35
Cuddalore,Kharif,Millets,Black,9.36,242.9,29.6,1.28
Villupuram,Rabi,Groundnut,Red,5.61,124.2,35.8,1.75
Coimbatore,Kharif,Maize,Black,11.11,139.3,29.8,3.1
Cuddalore,Summer,Coconut,Loamy,4.16,62.4,27.6,3.8
Thoothukudi,Summer,Sugarcane,Red,2.03,89.1,33.2,6.1
Dindigul,Summer,Banana,Black,6.0,14.2,36.2,2.89
Dindigul,Summer,Groundnut,Red,8.04,50.4,37.4,0.95
Coimbatore,Summer,Rice,Red,10.15,17.4,37.6,2.27
Salem,Kharif,Maize,Alluvial,9.83,83.9,27.6,3.96
Tirunelveli,Summer,Sugarcane,Red,9.8,20.0,34.2,5.57
Thanjavur,Summer,Rice,Black,4.71,29.7,20.7,2.82
Madurai,Summer,Groundnut,Red,3.18,75.5,22.4,2.89
Thoothukudi,Kharif,Sunflower,Alluvial,7.28,143.1,26.4,1.23
Tirunelveli,Summer,Black Gram,Red,9.49,68.0,38.8,0.72
Dindigul,Kharif,Black Gram,Clay,1.82,193.6,39.0,0.61
Thoothukudi,Summer,Black Gram,Loamy,4.29,72.7,35.1,0.89
Dindigul,Rabi,Sugarcane,Red,3.83,94.1,40.5,3.68
Tiruppur,Rabi,Sesame,Black,2.87,49.4,34.8,0.77
Coimbatore,Summer,Banana,Clay,6.93,80.3,37.0,3.71
Erode,Summer,Black Gram,Alluvial,6.95,26.3,30.6,1.02
Dindigul,Summer,Soybean,Clay,4.99,93.3,36.1,1.15
Tirunelveli,Summer,Cotton,Loamy,4.99,16.3,33.7,1.19
Namakkal,Rabi,Coconut,Clay,2.22,20.9,26.8,2.62
Cuddalore,Rabi,Chilli,Alluvial,1.2,143.3,32.8,2.21
Coimbatore,Kharif,Groundnut,Clay,4.65,110.7,32.1,2.17
Kancheepuram,Kharif,Ragi,Red,7.8,302.9,30.5,1.34
Namakkal,Summer,Turmeric,Clay,3.18,69.8,26.6,4.38
Cuddalore,Summer,Cotton,Red,3.21,17.3,40.8,0.72
Thanjavur,Kharif,Chilli,Black,9.81,295.5,37.3,0.16
Thoothukudi,Rabi,Soybean,Clay,7.15,141.7,28.3,1.36
Tiruppur,Summer,Coconut,Red,6.91,63.4,34.4,3.49
Tirunelveli,Summer,Sugarcane,Loamy,0.81,99.1,26.2,5.48
Salem,Rabi,Groundnut,Red,8.83,41.6,31.3,2.57
Madurai,Kharif,Banana,Alluvial,1.73,122.1,25.4,5.76
Madurai,Kharif,Maize,Alluvial,7.53,239.8,32.3,2.2
Cuddalore,Kharif,Groundnut,Alluvial,5.78,103.0,18.0,1.3
Salem,Kharif,Turmeric,Alluvial,7.65,258.5,20.2,4.44
Erode,Summer,Millets,Clay,4.05,49.4,25.9,1.66
Villupuram,Kharif,Black Gram,Loamy,8.57,239.9,30.0,0.96
Namakkal,Rabi,Sesame,Clay,2.18,88.2,27.3,0.9
Villupuram,Summer,Ragi,Alluvial,2.38,80.4,31.0,1.27
Dindigul,Summer,Ragi,Clay,9.49,64.0,18.7,2.25
Dindigul,Rabi,Turmeric,Loamy,10.33,47.3,36.7,2.78
Coimbatore,Kharif,Sugarcane,Black,1.13,107.6,29.3,6.02
Tirunelveli,Rabi,Cotton,Loamy,7.4,20.7,30.5,0.83
Erode,Kharif,Groundnut,Clay,11.38,229.5,23.5,1.25
Dindigul,Summer,Groundnut,Clay,2.59,31.8,26.3,1.5
Villupuram,Rabi,Groundnut,Loamy,8.89,71.4,36.4,1.68
Dindigul,Summer,Sugarcane,Red,8.37,63.9,31.9,4.82
Madurai,Summer,Black Gram,Clay,4.5,95.2,37.2,0.69
Madurai,Summer,Soybean,Loamy,2.4,67.0,19.6,1.38
Vellore,Rabi,Chilli,Alluvial,7.73,117.1,18.5,2.46
Thanjavur,Summer,Banana,Black,2.98,49.8,27.1,4.95
Erode,Rabi,Rice,Loamy,10.09,62.5,23.0,3.2
Coimbatore,Summer,Banana,Alluvial,2.71,92.2,23.6,4.7
Madurai,Summer,Green Gram,Red,5.8,98.7,28.5,1.17
Coimbatore,Rabi,Turmeric,Loamy,3.19,104.5,28.4,4.08
Tirunelveli,Kharif,Sugarcane,Black,6.24,313.1,24.7,5.85
Madurai,Kharif,Black Gram,Red,9.84,71.5,36.1,1.53
Salem,Summer,Soybean,Black,9.74,93.4,34.0,1.24
Kancheepuram,Rabi,Sesame,Red,0.97,29.8,31.9,0.93
Trichy,Kharif,Maize,Black,8.72,228.0,37.9,1.11
Madurai,Kharif,Ragi,Loamy,3.6,81.4,40.9,1.27
Thoothukudi,Rabi,Millets,Black,7.72,77.8,39.6,1.24
Vellore,Summer,Black Gram,Black,2.97,47.3,38.3,0.94
Cuddalore,Kharif,Soybean,Red,1.85,162.3,30.0,1.62
Cuddalore,Kharif,Banana,Loamy,1.73,262.4,20.7,3.82
Vellore,Rabi,Coconut,Red,7.41,116.1,21.4,2.78
Tirunelveli,Rabi,Millets,Alluvial,4.12,37.5,36.3,1.59
Namakkal,Rabi,Banana,Clay,11.42,142.3,36.9,2.61
Coimbatore,Rabi,Soybean,Alluvial,7.77,25.8,24.6,1.29
Madurai,Summer,Banana,Black,11.74,89.2,37.8,3.56
Thoothukudi,Kharif,Millets,Loamy,9.72,144.2,41.4,0.52
Dindigul,Kharif,Ragi,Black,8.94,152.0,19.4,2.34
Trichy,Summer,Rice,Loamy,11.12,98.8,36.5,2.49
Salem,Kharif,Cotton,Clay,6.28,192.1,19.3,0.8
Erode,Rabi,Chilli,Clay,4.95,144.5,34.9,2.1
Trichy,Kharif,Sesame,Red,4.5,188.6,19.2,0.54
Villupuram,Kharif,Sunflower,Alluvial,6.99,221.6,35.7,0.89
Coimbatore,Rabi,Chilli,Clay,11.93,125.5,38.3,1.84
Dindigul,Rabi,Green Gram,Clay,5.88,155.5,39.0,0.45
Dindigul,Summer,Cotton,Red,1.61,62.2,18.2,1.24
Villupuram,Kharif,Sugarcane,Red,7.32,147.2,20.9,4.54
Madurai,Summer,Ragi,Black,10.64,60.2,39.4,1.35
Erode,Rabi,Coconut,Black,1.8,149.2,18.3,2.41
Erode,Rabi,Soybean,Black,7.68,149.4,36.4,1.07
Tirunelveli,Summer,Green Gram,Clay,4.09,103.2,23.1,0.9
Thanjavur,Kharif,Banana,Red,8.68,178.2,29.2,5.34
Erode,Rabi,Cotton,Loamy,1.15,117.7,20.7,1.42
Thoothukudi,Rabi,Soybean,Clay,1.99,109.1,36.3,1.02
Tiruppur,Kharif,Soybean,Loamy,2.55,217.8,41.9,0.98
Vellore,Rabi,Groundnut,Loamy,3.15,152.6,30.7,1.84
Namakkal,Rabi,Sunflower,Alluvial,10.65,116.7,25.8,1.6
Trichy,Kharif,Sugarcane,Clay,8.1,207.8,24.1,5.73
Dindigul,Summer,Rice,Alluvial,7.99,86.7,28.0,4.19
Salem,Kharif,Cotton,Black,9.16,231.5,20.1,1.49
Namakkal,Kharif,Ragi,Loamy,4.5,315.9,23.7,0.84
Namakkal,Summer,Sunflower,Red,6.55,27.3,33.0,0.75
Thoothukudi,Rabi,Groundnut,Clay,4.58,76.3,31.4,2.07
Coimbatore,Kharif,Groundnut,Loamy,11.73,225.8,39.2,1.02
Thanjavur,Rabi,Cotton,Black,4.85,34.7,40.2,0.76
Tirunelveli,Kharif,Green Gram,Loamy,9.57,215.4,40.4,0.79
Coimbatore,Rabi,Rice,Alluvial,2.57,50.0,40.7,2.07
Cuddalore,Kharif,Sunflower,Loamy,3.65,277.6,25.3,0.76
Tiruppur,Kharif,Groundnut,Loamy,1.39,113.1,31.7,1.48
Vellore,Summer,Turmeric,Clay,4.57,97.4,22.8,3.82
Cuddalore,Summer,Maize,Black,7.55,42.3,33.4,2.37
Vellore,Summer,Ragi,Alluvial,1.79,88.9,29.1,1.43
Salem,Kharif,Green Gram,Red,8.84,237.2,32.2,0.78
Kancheepuram,Summer,Groundnut,Loamy,9.34,36.0,41.0,1.64
